booking_id,booking_date,check_in,check_out,room_id,room_type,guests,nights,room_rate,revenue,booking_channel,booking_status,lead_time
SYN-B000202,2023-02-26,2023-03-19,2023-03-21,SYN-STA-09,Standard,1.0,2,77.22,154.44,Online travel agency,Completed,21
SYN-B000203,2023-03-02,2023-03-19,2023-03-20,SYN-DEL-04,Deluxe,2.0,1,110.76,0.0,Travel agent,Cancelled,17
SYN-B000204,2023-03-17,2023-03-20,2023-03-22,SYN-STA-05,Standard,2.0,2,70.54,141.08,Direct,Completed,3
SYN-B000205,2023-03-02,2023-03-20,2023-03-22,SYN-DEL-01,Deluxe,2.0,2,105.04,210.08,Online travel agency,Completed,18
SYN-B000206,2023-03-09,2023-03-20,2023-03-24,SYN-DEL-03,Deluxe,1.0,4,103.82,415.28,Online travel agency, completed ,11
SYN-B000207,2023-02-26,2023-03-20,2023-03-22,SYN-DEL-04,Deluxe,2.0,2,114.21,228.42,Direct,Completed,22
SYN-B000208,2023-02-13,2023-03-21,2023-03-27,SYN-STA-02,Standard,1.0,6,75.54,453.24,Online travel agency,Completed,36
SYN-B000209,2023-03-14,2023-03-21,2023-03-25,SYN-STA-07,Standard,1.0,4,77.91,311.64,Online travel agency,Completed,7
SYN-B000210,2023-03-09,2023-03-22,2023-03-24,SYN-DEL-05,Deluxe,1.0,2,109.89,219.78,Direct,Completed,13
SYN-B000211,2023-03-13,2023-03-22,2023-03-25,SYN-FAM-03,Family,1.0,3,146.43,439.29,Direct,Completed,9
SYN-B000212,2023-02-08,2023-03-23,2023-03-25,SYN-STA-09,Standard,2.0,2,72.8,145.6,Direct,Completed,43
SYN-B000213,2023-03-12,2023-03-24,2023-03-26,SYN-STA-01,Standard,1.0,2,84.33,168.66,Online travel agency,Completed,12
SYN-B000214,2023-03-06,2023-03-24,2023-03-25,SYN-STA-08, standard ,1.0,1,81.48,81.48,Travel agent,Completed,18
SYN-B000215,2023-03-10,2023-03-24,2023-03-26,SYN-STA-10,Standard,2.0,2,84.57,0.0,Travel agent,Cancelled,14
SYN-B000216,2023-03-14,2023-03-24,2023-03-27,SYN-DEL-04,Deluxe,2.0,3,120.22,0.0,Online travel agency,Cancelled,10
SYN-B000217,2023-03-05,2023-03-24,2023-03-26,SYN-FAM-02,Family,2.0,2,154.47,308.94,Online travel agency,Completed,19
SYN-B000218,2023-03-09,2023-03-25,2023-03-29,SYN-STA-03,Standard,2.0,4,81.23,0.0,Online travel agency,Cancelled,16
SYN-B000219,2023-03-05,2023-03-25,2023-03-31,SYN-STA-06,Standard,1.0,6,82.14,0.0,Travel agent,Cancelled,20
SYN-B000220,2023-03-11,2023-03-25,2023-03-28,SYN-DEL-02,Deluxe,1.0,3,123.41,370.23,Direct,Completed,14
SYN-B000221,2023-02-19,2023-03-25,2023-03-26,SYN-DEL-03,Deluxe,1.0,1,121.0,121.0,Direct,Completed,34
SYN-B000222,2023-03-20,2023-03-26,2023-04-01,SYN-STA-04,Standard,1.0,6,74.93,449.58,Online travel agency,Completed,6
SYN-B000223,2023-03-23,2023-03-26,2023-03-28,SYN-STA-05,Standard,2.0,2,72.15,144.3,Direct,Completed,3
SYN-B000224,2023-03-16,2023-03-26,2023-03-29,SYN-STA-06,Standard,1.0,3,75.87,227.61,Online travel agency,Completed,10
SYN-B000225,2023-03-18,2023-03-26,2023-03-31,SYN-DEL-01,Deluxe,2.0,5,109.36,546.8,Online travel agency,Completed,8
SYN-B000226,2023-02-06,2023-03-27,2023-03-30,SYN-STA-01,Standard,1.0,3,72.59,217.77,Direct,Completed,49
SYN-B000227,2023-03-18,2023-03-27,2023-03-30,SYN-STA-02,Standard,1.0,3,77.32,231.96,Online travel agency,Completed,9
SYN-B000228,2023-02-26,2023-03-27,2023-03-29,SYN-DEL-05,Deluxe,2.0,2,103.88,207.76,Online travel agency,Completed,29
SYN-B000229,2023-03-19,2023-03-27,2023-03-29,SYN-FAM-03,Family,3.0,2,145.51,291.02,Direct,Completed,8
SYN-B000230,2023-03-01,2023-03-28,2023-03-29,SYN-STA-03,Standard,1.0,1,72.5,72.5,Direct,Completed,27
SYN-B000231,2023-03-14,2023-03-28,2023-03-30,SYN-STA-05,Standard,2.0,2,76.06,152.12,Direct,Completed,14
SYN-B000232,2023-03-22,2023-03-28,2023-03-30,SYN-STA-08,Standard,2.0,2,78.88,157.76,Direct,Completed,6
SYN-B000233,2023-03-02,2023-03-28,2023-04-02,SYN-STA-09,Standard,2.0,5,71.84,359.2,Online travel agency,Completed,26
SYN-B000234,2023-03-21,2023-03-28,2023-03-31,SYN-DEL-03,Deluxe,2.0,3,105.53,0.0,Travel agent,Cancelled,7
SYN-B000235,2023-03-22,2023-03-28,2023-04-01,SYN-FAM-01,Family,3.0,4,146.1,584.4,Online travel agency,Completed,6
SYN-B000236,2023-03-27,2023-03-29,2023-03-31,SYN-STA-07,Standard,2.0,2,72.02,144.04,Direct,Completed,2
SYN-B000237,2023-03-19,2023-03-29,2023-03-31,SYN-FAM-03,Family,3.0,2,139.03,278.06,Online travel agency,Completed,10
SYN-B000238,2023-03-23,2023-03-30,2023-04-01,SYN-STA-06,Standard,1.0,2,75.66,151.32,Direct,Completed,7
SYN-B000239,2023-02-21,2023-03-30,2023-04-02,SYN-STA-08,Standard,2.0,3,76.39,229.17,Online travel agency,Completed,37
SYN-B000240,2023-03-24,2023-03-30,2023-04-01,SYN-DEL-05,Deluxe,2.0,2,105.52,211.04,Direct,Completed,6
SYN-B000241,2023-03-20,2023-03-31,2023-04-03,SYN-STA-03,Standard,2.0,3,79.95,239.85,Direct,Completed,11
SYN-B000242,2023-03-21,2023-03-31,2023-04-02,SYN-STA-07,Standard,2.0,-1,79.76,0.0,Online travel agency,Cancelled,10
SYN-B000243,2023-03-05,2023-03-31,2023-04-04,SYN-DEL-01,Deluxe,1.0,4,120.63,0.0,Travel agent,Cancelled,26
SYN-B000244,2023-03-18,2023-04-01,2023-04-04,SYN-STA-01,Standard,1.0,3,81.52,0.0,Online travel agency,Cancelled,14
SYN-B000245,2023-02-27,2023-04-01,2023-04-05,SYN-STA-02,Standard,2.0,4,88.28,353.12,Online travel agency,Completed,33
SYN-B000246,2023-03-20,2023-04-01,2023-04-03,SYN-DEL-02,Deluxe,2.0,2,123.13,246.26,Online travel agency,Completed,12
SYN-B000247,2023-02-15,2023-04-01,2023-04-03,SYN-DEL-04,Deluxe,1.0,2,128.86,257.72,Online travel agency,Completed,45
SYN-B000248,2023-02-20,2023-04-01,2023-04-04,SYN-FAM-02,Family,2.0,3,169.59,508.77,Online travel agency,Completed,40
SYN-B000249,2023-03-22,2023-04-02,2023-04-04,SYN-STA-06,Standard,2.0,2,73.35,146.7,Online travel agency,Completed,11
SYN-B000250,2023-03-21,2023-04-02,2023-04-03,SYN-FAM-03,Family,1.0,1,152.89,152.89,Direct,Completed,12
SYN-B000251,2023-03-15,2023-04-03,2023-04-08,SYN-STA-01,Standard,2.0,5,73.22,366.1,Direct,Completed,19
SYN-B000252,2023-03-23,2023-04-03,2023-04-05,SYN-STA-08,Standard,1.0,2,73.48,146.96,Direct,Completed,11
SYN-B000253,2023-03-27,2023-04-03,2023-04-04,SYN-STA-10,Standard,1.0,1,79.0,79.0,Direct,Completed,7
SYN-B000254,2023-02-24,2023-04-03,2023-04-04,SYN-DEL-02,Deluxe,1.0,1,104.15,104.15,Online travel agency,Completed,38
SYN-B000255,2023-03-05,2023-04-03,2023-04-05,SYN-FAM-01,Family,1.0,2,148.68,297.36,Online travel agency,Completed,29
SYN-B000256,2023-03-31,2023-04-03,2023-04-04,SYN-FAM-03,Family,4.0,1,139.54,139.54,Direct,Completed,3
SYN-B000257,2023-03-25,2023-04-04,2023-04-05,SYN-STA-04,Standard,2.0,1,79.18,79.18,Direct,Completed,10
SYN-B000258,2023-01-30,2023-04-04,2023-04-05,SYN-STA-09,Standard,1.0,1,71.95,71.95,Online travel agency,Completed,64
SYN-B000259,2023-03-20,2023-04-04,2023-04-07,SYN-DEL-03,Deluxe,2.0,3,109.89,329.67,Travel agent,Completed,15
SYN-B000260,2023-02-09,2023-04-04,2023-04-05,SYN-DEL-04,Deluxe,1.0,1,107.21,0.0,Online travel agency,Cancelled,54
SYN-B000261,2023-03-28,2023-04-04,2023-04-05,SYN-DEL-05,Deluxe,1.0,1,108.52,108.52,Online travel agency,Completed,7
SYN-B000262,2023-03-12,2023-04-04,2023-04-05,SYN-FAM-02,Family,3.0,1,152.25,152.25,Online travel agency,Completed,23
SYN-B000263,2023-03-27,2023-04-05,2023-04-06,SYN-STA-04,Standard,2.0,1,76.81,76.81,Direct,Completed,9
SYN-B000264,2023-03-18,2023-04-05,2023-04-08,SYN-STA-06,Standard,2.0,3,77.81,233.43,Direct,Completed,18
SYN-B000265,2023-03-23,2023-04-05,2023-04-08,SYN-STA-09,Standard,1.0,3,71.51,214.53,Online travel agency,Completed,13
SYN-B000266,2023-03-22,2023-04-05,2023-04-06,SYN-STA-10,Standard,2.0,1,73.7,73.7,Travel agent,Completed,14
SYN-B000267,2023-03-04,2023-04-05,2023-04-07,SYN-FAM-02,Family,3.0,2,153.2,306.4,Online travel agency,Completed,32
SYN-B000268,2023-03-29,2023-04-06,2023-04-08,SYN-STA-03,Standard,2.0,2,71.21,0.0,Online travel agency,Cancelled,8
SYN-B000269,2023-04-02,2023-04-06,2023-04-08,SYN-STA-05,Standard,1.0,2,79.06,158.12,Direct,Completed,4
SYN-B000270,2023-03-19,2023-04-07,2023-04-09,SYN-STA-02,Standard,1.0,2,85.4,170.8,Direct,Completed,19
SYN-B000271,2023-04-02,2023-04-07,2023-04-09,SYN-STA-07,Standard,1.0,2,83.87,167.74,Online travel agency,Completed,5
SYN-B000272,2023-03-14,2023-04-07,2023-04-10,SYN-DEL-02,Deluxe,2.0,3,124.67,0.0,Direct,Cancelled,24
SYN-B000273,2023-03-08,2023-04-07,2023-04-12,SYN-DEL-03,Deluxe,2.0,5,117.07,0.0,Online travel agency,Cancelled,30
SYN-B000274,2023-03-09,2023-04-07,2023-04-11,SYN-DEL-04,Deluxe,1.0,4,123.3,493.2,Direct,Completed,29
SYN-B000275,2023-03-30,2023-04-07,2023-04-10,SYN-DEL-05,Deluxe,2.0,3,123.56,370.68,Direct,Completed,8
SYN-B000276,2023-03-28,2023-04-07,2023-04-09,SYN-FAM-01,Family,4.0,2,162.46,324.92,Direct,Completed,10
SYN-B000277,2023-04-05,2023-04-08,2023-04-09,SYN-STA-04,Standard,1.0,1,83.95,83.95,Direct,Completed,3
SYN-B000278,2023-03-04,2023-04-08,2023-04-11,SYN-STA-10,Standard,1.0,3,85.49,256.47,Direct,Completed,35
SYN-B000279,2023-03-15,2023-04-08,2023-04-11,SYN-DEL-01,Deluxe,2.0,3,122.08,366.24,Direct,Completed,24
SYN-B000280,2023-04-02,2023-04-08,2023-04-12,SYN-FAM-03,Family,1.0,4,161.22,644.88,Online travel agency,Completed,6
SYN-B000281,2023-03-05,2023-04-09,2023-04-10,SYN-STA-01,Standard,2.0,1,77.16,0.0,Travel agent,Cancelled,35
SYN-B000282,2023-03-29,2023-04-09,2023-04-10,SYN-STA-02,Standard,2.0,1,78.01,0.0,Online travel agency,Cancelled,11
SYN-B000283,2023-03-30,2023-04-09,2023-04-11,SYN-STA-08,Standard,1.0,2,70.99,141.98,Direct,Completed,10
SYN-B000284,2023-02-11,2023-04-09,2023-04-12,SYN-STA-09,Standard,1.0,3,76.43,229.29,Online travel agency,Completed,57
SYN-B000285,2023-03-25,2023-04-09,2023-04-11,SYN-DEL-03,Deluxe,1.0,2,110.83,221.66,Travel agent,Completed,15
SYN-B000286,2023-03-31,2023-04-09,2023-04-10,SYN-FAM-02,Family,3.0,1,136.42,136.42,Direct,Completed,9
SYN-B000287,2023-03-20,2023-04-10,2023-04-11,SYN-STA-02,Standard,1.0,1,73.53,73.53,Direct,Completed,21
SYN-B000288,2023-03-17,2023-04-10,2023-04-11,SYN-DEL-02,Deluxe,2.0,1,115.31,115.31,Online travel agency,Completed,24
SYN-B000289,2023-03-21,2023-04-10,2023-04-14,SYN-DEL-05,Deluxe,1.0,4,111.58,446.32,Online travel agency,Completed,20
SYN-B000290,2023-04-10,2023-04-12,2023-04-15,SYN-STA-04,Standard,1.0,3,77.85,0.0,Online travel agency,Cancelled,2
SYN-B000291,2023-03-23,2023-04-12,2023-04-16,SYN-DEL-01,Deluxe,,4,116.06,464.24,Online travel agency,Completed,20
SYN-B000292,2023-01-30,2023-04-12,2023-04-16,SYN-FAM-03,Family,3.0,4,135.19,540.76,Direct,Completed,72
SYN-B000293,2023-04-03,2023-04-13,2023-04-14,SYN-STA-01,Standard,1.0,1,70.65,0.0,Online travel agency,Cancelled,10
SYN-B000294,2023-04-06,2023-04-13,2023-04-16,SYN-STA-02,Standard,1.0,3,78.5,235.5,Direct,Completed,7
SYN-B000295,2023-03-22,2023-04-13,2023-04-15,SYN-STA-05,Standard,1.0,2,78.17,0.0,Travel agent,Cancelled,22
SYN-B000296,2023-03-30,2023-04-14,2023-04-20,SYN-STA-04,Standard,2.0,6,83.45,500.7,Direct,Completed,15
SYN-B000297,2023-03-12,2023-04-14,2023-04-17,SYN-STA-05,Standard,2.0,3,86.94,260.82,Direct,Completed,33
SYN-B000298,2023-03-22,2023-04-14,2023-04-17,SYN-STA-09,Standard,1.0,3,79.83,239.49,Direct,Completed,23
SYN-B000299,2023-03-31,2023-04-14,2023-04-20,SYN-STA-10,Standard,2.0,6,88.39,530.34,Online travel agency,Completed,14
SYN-B000300,2023-02-21,2023-04-14,2023-04-16,SYN-DEL-02,Deluxe,1.0,2,124.9,249.8,Online travel agency,Completed,52
SYN-B000301,2023-03-24,2023-04-14,2023-04-15,SYN-FAM-01,Family,3.0,1,158.06,158.06,Travel agent,Completed,21
SYN-B000302,2023-03-12,2023-04-15,2023-04-16,SYN-DEL-03,Deluxe,1.0,1,124.52,124.52,Online travel agency,Completed,34
SYN-B000303,2023-03-15,2023-04-15,2023-04-17,SYN-DEL-04,Deluxe,1.0,2,116.25,232.5,Online travel agency,Completed,31
SYN-B000304,2023-03-30,2023-04-15,2023-04-16,SYN-DEL-05,Deluxe,2.0,1,119.46,119.46,Direct,Completed,16
SYN-B000305,2023-03-17,2023-04-15,2023-04-17,SYN-FAM-02,Family,4.0,2,155.75,311.5,Direct, completed ,-1
SYN-B000306,2023-03-30,2023-04-16,2023-04-18,SYN-STA-02,Standard,1.0,2,74.28,148.56,Online travel agency,Completed,17
SYN-B000307,2023-04-02,2023-04-16,2023-04-17,SYN-STA-03,Standard,2.0,1,76.0,76.0,Online travel agency,Completed,14
SYN-B000308,2022-12-28,2023-04-16,2023-04-17,SYN-DEL-03,Deluxe,1.0,1,103.24,103.24,Direct,Completed,109
SYN-B000309,2023-01-04,2023-04-16,2023-04-17,SYN-DEL-05,Deluxe,2.0,1,101.93,101.93,Travel agent,Completed,102
SYN-B000310,2023-04-08,2023-04-16,2023-04-19,SYN-FAM-03,Family,1.0,3,143.78,0.0,Direct,Cancelled,8
SYN-B000311,2023-03-29,2023-04-17,2023-04-20,SYN-STA-03,Standard,2.0,3,74.45,223.35,Direct,Completed,19
SYN-B000312,2023-04-08,2023-04-18,2023-04-24,SYN-STA-07,Standard,2.0,6,77.02,462.12,Travel agent,Completed,10
SYN-B000313,2023-03-30,2023-04-18,2023-04-19,SYN-DEL-01,Deluxe,1.0,1,112.86,0.0,Online travel agency,Cancelled,-1
SYN-B000314,2023-04-06,2023-04-18,2023-04-19,SYN-DEL-04,Deluxe,1.0,1,109.53,109.53,Online travel agency,Completed,12
SYN-B000315,2023-04-13,2023-04-19,2023-04-22,SYN-STA-01,Standard,1.0,3,75.11,225.33,Direct,Completed,6
SYN-B000316,2023-03-09,2023-04-19,2023-04-22,SYN-DEL-05,Deluxe,1.0,3,110.33,330.99,Travel agent,Completed,41
SYN-B000317,2023-03-28,2023-04-19,2023-04-22,SYN-FAM-03,Family,1.0,3,146.08,438.24,Direct,Completed,22
SYN-B000318,2023-04-13,2023-04-20,2023-04-21,SYN-STA-05,Standard,2.0,1,70.68,70.68,Direct,Completed,7
SYN-B000319,2023-04-07,2023-04-20,2023-04-25,SYN-STA-06,Standard,1.0,5,74.38,0.0,Online travel agency,Cancelled,13
SYN-B000320,2023-04-10,2023-04-20,2023-04-25,SYN-STA-09,Standard,1.0,5,72.94,364.7,Online travel agency,Completed,10
SYN-B000321,2023-04-13,2023-04-21,2023-04-24,SYN-STA-02,Standard,2.0,3,85.44,256.32,Direct,Completed,8
SYN-B000322,2023-04-03,2023-04-21,2023-04-23,SYN-STA-10,Standard,2.0,2,85.05,170.1,Direct,Completed,18
SYN-B000323,2023-04-16,2023-04-21,2023-04-25,SYN-DEL-01,Deluxe,1.0,4,120.89,483.56,Direct,Completed,5
SYN-B000324,2023-04-18,2023-04-21,2023-04-23,SYN-DEL-02,Deluxe,2.0,2,118.82,237.64,Online travel agency,Completed,3
SYN-B000325,2023-04-16,2023-04-21,2023-04-22,SYN-DEL-03,Deluxe,1.0,1,129.9,0.0,Direct,Cancelled,5
SYN-B000326,2023-04-11,2023-04-22,2023-04-26,SYN-STA-05,Standard,1.0,4,84.23,336.92,Online travel agency,Completed,11
SYN-B000327,2023-04-02,2023-04-22,2023-04-24,SYN-DEL-03,Deluxe,1.0,2,126.23,252.46,Direct,Completed,20
SYN-B000328,2023-03-21,2023-04-22,2023-04-28,SYN-DEL-04,Deluxe,2.0,6,121.66,729.96,Online travel agency,Completed,32
SYN-B000329,2023-04-05,2023-04-22,2023-04-25,SYN-DEL-05,Deluxe,1.0,3,120.92,362.76,Direct,Completed,17
SYN-B000330,2023-04-11,2023-04-22,2023-04-26,SYN-FAM-01,Family,4.0,4,162.6,650.4,Online travel agency,Completed,11
SYN-B000331,2023-04-20,2023-04-22,2023-04-24,SYN-FAM-02,Family,2.0,2,154.47,308.94,Online travel agency,Completed,2
SYN-B000332,2023-04-17,2023-04-22,2023-04-23,SYN-FAM-03,Family,1.0,1,156.74,156.74,Direct,Completed,5
SYN-B000333,2023-04-18,2023-04-23,2023-04-26,SYN-STA-01,Standard,1.0,3,71.12,213.36,Travel agent,Completed,5
SYN-B000334,2023-04-08,2023-04-23,2023-04-25,SYN-STA-06,Standard,2.0,2,73.6,147.2,Online travel agency,Completed,15
SYN-B000335,2023-04-17,2023-04-23,2023-04-25,SYN-STA-08,Standard,2.0,2,71.8,143.6,Direct,Completed,6
SYN-B000336,2023-03-15,2023-04-23,2023-04-24,SYN-STA-10,Standard,2.0,1,74.94,74.94,Direct,Completed,39
SYN-B000337,2023-04-21,2023-04-23,2023-04-26,SYN-FAM-03,Family,1.0,3,144.42,433.26,Direct,Completed,2
SYN-B000338,2023-04-12,2023-04-24,2023-04-26,SYN-STA-07,Standard,2.0,2,73.56,147.12,Direct,Completed,12
SYN-B000339,2023-04-14,2023-04-24,2023-04-28,SYN-STA-10,Standard,1.0,4,71.87,287.48,Direct, completed ,10
SYN-B000340,2023-04-05,2023-04-24,2023-04-25,SYN-DEL-03,Deluxe,1.0,1,110.64,110.64,Direct,Completed,19
SYN-B000341,2023-04-17,2023-04-25,2023-04-27,SYN-STA-03,Standard,1.0,2,77.67,155.34,Direct,Completed,8
SYN-B000342,2023-03-16,2023-04-25,2023-04-27,SYN-FAM-02,Family,4.0,2,144.0,288.0,Direct,Completed,40
SYN-B000343,2023-04-16,2023-04-26,2023-04-29,SYN-STA-02,Standard,1.0,3,76.96,230.88,Direct,Completed,10
SYN-B000344,2023-04-09,2023-04-26,2023-04-28,SYN-FAM-03,Family,4.0,2,152.14,304.28,Direct,Completed,17
SYN-B000345,2023-03-31,2023-04-27,2023-04-30,SYN-STA-01,Standard,1.0,3,76.34,229.02,Direct,Completed,27
SYN-B000346,2023-04-06,2023-04-27,2023-04-29,SYN-STA-03,Standard,2.0,2,75.36,150.72,Online travel agency,Completed,21
SYN-B000347,2023-03-25,2023-04-27,2023-04-28,SYN-STA-07,Standard,1.0,1,72.18,72.18,Online travel agency,Completed,33
SYN-B000348,2023-04-03,2023-04-28,2023-04-30,SYN-STA-04,Standard,1.0,2,84.19,168.38,Online travel agency,Completed,25
SYN-B000349,2023-04-23,2023-04-28,2023-05-03,SYN-STA-05,Standard,2.0,5,83.83,419.15,Online travel agency,Completed,5
SYN-B000350,2023-04-05,2023-04-28,2023-04-30,SYN-STA-08,Standard,2.0,2,88.12,176.24,Online travel agency,Completed,23
SYN-B000351,2023-04-19,2023-04-28,2023-05-03,SYN-DEL-04,Deluxe,1.0,5,122.82,614.1,Direct,Completed,9
SYN-B000352,2023-03-30,2023-04-28,2023-05-01,SYN-DEL-05,Deluxe,1.0,3,115.9,347.7,Online travel agency,Completed,29
SYN-B000353,2023-04-11,2023-04-28,2023-04-30,SYN-FAM-02,Family,1.0,2,160.38,320.76,Direct,Completed,17
SYN-B000354,2023-04-15,2023-04-28,2023-04-29,SYN-FAM-03,Family,3.0,1,171.4,171.4,Online travel agency,Completed,13
SYN-B000355,2023-04-18,2023-04-29,2023-05-04,SYN-STA-06,Standard,1.0,5,86.01,0.0,Online travel agency,Cancelled,11
SYN-B000356,2023-04-21,2023-04-29,2023-04-30,SYN-STA-10,Standard,1.0,1,86.25,0.0,Online travel agency,Cancelled,8
SYN-B000357,2023-04-12,2023-04-29,2023-05-01,SYN-DEL-03,Deluxe,1.0,2,118.84,237.68,Direct,Completed,17
SYN-B000358,2023-04-06,2023-04-29,2023-05-03,SYN-FAM-01,Family,4.0,-1,166.28,665.12,Online travel agency,Completed,23
SYN-B000359,2023-04-21,2023-04-29,2023-05-01,SYN-FAM-03,Family,1.0,2,154.04,308.08,Direct,Completed,8
SYN-B000360,2023-03-28,2023-04-30,2023-05-01,SYN-STA-02,Standard,2.0,1,78.35,78.35,Direct,Completed,33
SYN-B000361,2023-04-24,2023-04-30,2023-05-02,SYN-STA-04,Standard,2.0,2,77.46,154.92,Direct,Completed,6
SYN-B000362,2023-04-12,2023-04-30,2023-05-03,SYN-STA-06,Standard,1.0,3,74.79,224.37,Online travel agency,Completed,18
SYN-B000363,2023-03-14,2023-04-30,2023-05-02,SYN-STA-09,Standard,1.0,2,71.85,143.7,Online travel agency,Completed,47
SYN-B000364,2023-04-25,2023-04-30,2023-05-01,SYN-DEL-02,Deluxe,1.0,1,116.06,116.06,Travel agent,Completed,5
SYN-B000365,2023-03-28,2023-05-01,2023-05-05,SYN-STA-01,Standard,1.0,4,79.48,317.92,Online travel agency,Completed,34
SYN-B000366,2023-04-12,2023-05-01,2023-05-02,SYN-STA-07,Standard,1.0,1,76.8,76.8,Online travel agency,Completed,19
SYN-B000367,2023-04-11,2023-05-01,2023-05-04,SYN-STA-08,Standard,2.0,3,72.45,217.35,Direct,Completed,20
SYN-B000368,2023-04-25,2023-05-01,2023-05-02,SYN-DEL-01,Deluxe,2.0,1,108.72,108.72,Online travel agency,Completed,6
SYN-B000369,2023-04-18,2023-05-02,2023-05-03,SYN-STA-04,Standard,1.0,1,78.96,-1.0,Online travel agency, completed ,14
SYN-B000370,2023-03-19,2023-05-02,2023-05-04,SYN-STA-10,Standard,2.0,2,78.18,156.36,Travel agent,Completed,44
SYN-B000371,2023-04-12,2023-05-02,2023-05-03,SYN-FAM-02,Family,1.0,1,150.92,150.92,Direct,Completed,20
SYN-B000372,2023-03-18,2023-05-02,2023-05-04,SYN-FAM-03,Family,4.0,2,136.62,0.0,Online travel agency,Cancelled,45
SYN-B000373,2023-04-26,2023-05-03,2023-05-06,SYN-STA-02,Standard,1.0,3,77.39,232.17,Online travel agency,Completed,7
SYN-B000374,2023-04-21,2023-05-03,2023-05-04,SYN-STA-05,Standard,2.0,1,76.72,76.72,Direct,Completed,12
SYN-B000375,2023-04-22,2023-05-03,2023-05-06,SYN-STA-07,Standard,2.0,3,77.2,231.6,Online travel agency,Completed,11
SYN-B000376,2023-03-27,2023-05-03,2023-05-05,SYN-DEL-02,Deluxe,1.0,2,111.2,0.0,Online travel agency,Cancelled,37
SYN-B000377,2023-04-23,2023-05-03,2023-05-05,SYN-DEL-03,Deluxe,1.0,2,107.63,215.26,Direct,Completed,10
SYN-B000378,2023-03-07,2023-05-03,2023-05-04,SYN-FAM-02,Family,1.0,1,149.53,149.53,Online travel agency,Completed,57
SYN-B000379,2023-04-19,2023-05-04,2023-05-06,SYN-STA-04,Standard,2.0,2,77.68,155.36,Direct,Completed,15
SYN-B000380,2023-04-26,2023-05-04,2023-05-06,SYN-STA-05,Standard,2.0,2,78.38,156.76,Travel agent,Completed,8
SYN-B000381,2023-05-02,2023-05-04,2023-05-06,SYN-STA-06,Standard,2.0,2,77.48,154.96,Direct,Completed,2
SYN-B000382,2023-04-20,2023-05-04,2023-05-05,SYN-STA-08,Standard,2.0,1,76.02,76.02,Direct,Completed,14
SYN-B000383,2023-04-18,2023-05-04,2023-05-07,SYN-STA-09,Standard,2.0,3,73.27,0.0,Direct,Cancelled,16
SYN-B000384,2023-04-18,2023-05-04,2023-05-06,SYN-FAM-01,Family,4.0,2,152.17,304.34,Direct,Completed,16
SYN-B000385,2023-04-24,2023-05-04,2023-05-06,SYN-FAM-02,Family,3.0,2,150.96,0.0,Online travel agency,Cancelled,10
SYN-B000386,2023-05-01,2023-05-05,2023-05-06,SYN-STA-08,Standard,2.0,1,83.2,83.2,Direct,Completed,4
SYN-B000387,2023-04-16,2023-05-05,2023-05-08,SYN-STA-09,Standard,2.0,3,88.96,266.88,Direct,Completed,19
SYN-B000388,2023-05-01,2023-05-05,2023-05-07,SYN-DEL-01,Deluxe,1.0,2,119.32,238.64,Online travel agency,Completed,4
SYN-B000389,2023-02-24,2023-05-05,2023-05-08,SYN-DEL-04,Deluxe,2.0,3,110.42,331.26,Direct,Completed,70
SYN-B000390,2023-04-30,2023-05-06,2023-05-08,SYN-STA-02,Standard,1.0,2,86.73,173.46,Online travel agency,Completed,6
SYN-B000391,2023-04-22,2023-05-06,2023-05-09,SYN-STA-03,Standard,1.0,3,80.85,242.55,Direct,Completed,14
SYN-B000392,2023-03-21,2023-05-06,2023-05-10,SYN-STA-04,Standard,2.0,4,81.97,327.88,Direct,Completed,46
SYN-B000393,2023-04-17,2023-05-06,2023-05-07,SYN-STA-06,Standard,1.0,1,86.35,86.35,Online travel agency,Completed,19
SYN-B000394,2023-04-24,2023-05-06,2023-05-09,SYN-STA-10,Standard,2.0,3,79.87,239.61,Online travel agency,Completed,12
SYN-B000395,2023-04-26,2023-05-06,2023-05-08,SYN-DEL-05, deluxe ,2.0,2,121.06,242.12,Travel agent,Completed,10
SYN-B000396,2023-04-16,2023-05-06,2023-05-09,SYN-FAM-02,Family,2.0,3,157.54,472.62,Direct,Completed,20
SYN-B000397,2023-04-25,2023-05-07,2023-05-10,SYN-STA-06,Standard,2.0,3,76.45,0.0,Online travel agency,Cancelled,12
SYN-B000398,2023-04-23,2023-05-07,2023-05-10,SYN-STA-07,Standard,2.0,3,78.14,234.42,Direct,Completed,14
SYN-B000399,2023-04-07,2023-05-07,2023-05-09,SYN-STA-08,Standard,2.0,2,77.62,155.24,Direct,Completed,30
SYN-B000400,2023-04-27,2023-05-08,2023-05-11,SYN-STA-05,Standard,2.0,3,72.14,216.42,Travel agent,Completed,11
SYN-B000401,2023-04-29,2023-05-08,2023-05-13,SYN-STA-06,Standard,2.0,5,72.46,362.3,Direct,Completed,9
SYN-B000402,2023-04-26,2023-05-08,2023-05-11,SYN-DEL-02,Deluxe,1.0,3,109.3,327.9,Direct,Completed,12
SYN-B000403,2023-05-02,2023-05-08,2023-05-12,SYN-DEL-04,Deluxe,1.0,4,107.0,428.0,Direct,Completed,6
SYN-B000404,2023-04-30,2023-05-08,2023-05-10,SYN-DEL-05,Deluxe,1.0,2,105.72,211.44,Direct,Completed,8
