booking_id,booking_date,check_in,check_out,room_id,room_type,guests,nights,room_rate,revenue,booking_channel,booking_status,lead_time,month,season,weekday,is_weekend
SYN-B000688,2025-05-07,2025-07-29,2025-07-31,SYN-TWI-01,Twin Room,1,2,45.0,90.0,Direct,Completed,83,7,High,Tuesday,False
SYN-B000689,2025-07-10,2025-07-29,2025-07-31,SYN-FAM-01,Family Room,2,2,50.13,100.26,Online travel agency,Completed,19,7,High,Tuesday,False
SYN-B000690,2025-07-21,2025-07-31,2025-08-04,SYN-TWI-01,Twin Room,2,4,47.88,191.52,Direct,Completed,10,7,High,Thursday,False
SYN-B000691,2025-06-10,2025-07-31,2025-08-04,SYN-SUP-01,Superior Double,2,4,52.92,211.68,Online travel agency,Completed,51,7,High,Thursday,False
SYN-B000692,2025-07-14,2025-08-01,2025-08-03,SYN-STA-01,Standard Double,2,2,47.51,95.02,Direct,Completed,18,8,High,Friday,True
SYN-B000693,2025-07-08,2025-08-01,2025-08-05,SYN-FAM-01,Family Room,4,4,54.48,217.92,Online travel agency,Completed,24,8,High,Friday,True
SYN-B000694,2025-06-03,2025-08-03,2025-08-09,SYN-STA-01,Standard Double,2,6,41.27,247.62,Direct,Completed,61,8,High,Sunday,False
SYN-B000695,2025-05-21,2025-08-04,2025-08-09,SYN-SUP-01,Superior Double,1,5,49.85,249.25,Online travel agency,Completed,75,8,High,Monday,False
SYN-B000696,2025-07-18,2025-08-05,2025-08-08,SYN-FAM-01,Family Room,3,3,52.04,156.12,Direct,Completed,18,8,High,Tuesday,False
SYN-B000697,2025-07-19,2025-08-06,2025-08-10,SYN-TWI-01,Twin Room,1,4,48.44,193.76,Online travel agency,Completed,18,8,High,Wednesday,False
SYN-B000698,2025-07-10,2025-08-08,2025-08-12,SYN-FAM-01,Family Room,1,4,55.92,223.68,Online travel agency,Completed,29,8,High,Friday,True
SYN-B000699,2025-07-18,2025-08-09,2025-08-12,SYN-STA-01,Standard Double,1,3,46.68,140.04,Direct,Completed,22,8,High,Saturday,True
SYN-B000700,2025-07-29,2025-08-09,2025-08-15,SYN-SUP-01,Superior Double,2,6,57.98,0.0,Online travel agency,Cancelled,11,8,High,Saturday,True
SYN-B000701,2025-07-18,2025-08-10,2025-08-14,SYN-TWI-01,Twin Room,2,4,46.15,184.6,Direct,Completed,23,8,High,Sunday,False
SYN-B000702,2025-05-11,2025-08-11,2025-08-15,SYN-SUP-01,Superior Double,2,4,49.4,197.6,Online travel agency,Completed,92,8,High,Monday,False
SYN-B000703,2025-06-30,2025-08-13,2025-08-16,SYN-STA-01,Standard Double,2,3,48.12,144.36,Online travel agency,Completed,44,8,High,Wednesday,False
SYN-B000704,2025-05-10,2025-08-13,2025-08-19,SYN-FAM-01,Family Room,4,6,48.53,291.18,Direct,Completed,95,8,High,Wednesday,False
SYN-B000705,2025-07-05,2025-08-14,2025-08-18,SYN-TWI-01,Twin Room,2,4,45.2,180.8,Online travel agency,Completed,40,8,High,Thursday,False
SYN-B000706,2025-05-27,2025-08-15,2025-08-18,SYN-SUP-01,Superior Double,1,3,53.77,161.31,Online travel agency,Completed,80,8,High,Friday,True
SYN-B000707,2025-07-31,2025-08-17,2025-08-23,SYN-STA-01,Standard Double,1,6,44.17,265.02,Online travel agency,Completed,17,8,High,Sunday,False
SYN-B000708,2025-06-13,2025-08-18,2025-08-22,SYN-SUP-01,Superior Double,1,4,48.78,195.12,Online travel agency,Completed,66,8,High,Monday,False
SYN-B000709,2025-07-26,2025-08-19,2025-08-22,SYN-TWI-01,Twin Room,2,3,48.7,146.1,Online travel agency,Completed,24,8,High,Tuesday,False
SYN-B000710,2025-06-09,2025-08-20,2025-08-26,SYN-FAM-01,Family Room,4,6,50.98,305.88,Travel agent,Completed,72,8,High,Wednesday,False
SYN-B000711,2025-07-09,2025-08-22,2025-08-25,SYN-TWI-01,Twin Room,1,3,50.42,151.26,Direct,Completed,44,8,High,Friday,True
SYN-B000712,2025-07-13,2025-08-23,2025-08-26,SYN-STA-01,Standard Double,1,3,51.0,153.0,Online travel agency,Completed,41,8,High,Saturday,True
SYN-B000713,2025-06-24,2025-08-26,2025-08-27,SYN-TWI-01,Twin Room,2,1,43.1,43.1,Online travel agency,Completed,63,8,High,Tuesday,False
SYN-B000714,2025-03-24,2025-08-26,2025-08-30,SYN-FAM-01,Family Room,3,4,51.59,206.36,Direct,Completed,155,8,High,Tuesday,False
SYN-B000715,2025-08-23,2025-08-27,2025-08-30,SYN-TWI-01,Twin Room,1,3,44.46,133.38,Direct,Completed,4,8,High,Wednesday,False
SYN-B000716,2025-03-25,2025-08-27,2025-09-01,SYN-SUP-01,Superior Double,2,5,52.51,262.55,Travel agent,Completed,155,8,High,Wednesday,False
SYN-B000717,2025-08-18,2025-08-28,2025-09-04,SYN-STA-01,Standard Double,1,7,44.04,308.28,Online travel agency,Completed,10,8,High,Thursday,False
SYN-B000718,2025-08-03,2025-08-31,2025-09-02,SYN-TWI-01,Twin Room,2,2,46.99,93.98,Travel agent,Completed,28,8,High,Sunday,False
SYN-B000719,2025-05-27,2025-08-31,2025-09-04,SYN-FAM-01,Family Room,3,4,47.18,188.72,Travel agent,Completed,96,8,High,Sunday,False
SYN-B000720,2025-08-13,2025-09-01,2025-09-03,SYN-SUP-01,Superior Double,2,2,54.36,108.72,Travel agent,Completed,19,9,High,Monday,False
SYN-B000721,2025-08-10,2025-09-02,2025-09-04,SYN-TWI-01,Twin Room,1,2,48.82,0.0,Travel agent,Cancelled,23,9,High,Tuesday,False
SYN-B000722,2025-08-12,2025-09-04,2025-09-08,SYN-TWI-01,Twin Room,1,4,47.37,189.48,Direct,Completed,23,9,High,Thursday,False
SYN-B000723,2025-06-27,2025-09-04,2025-09-08,SYN-SUP-01,Superior Double,1,4,50.69,202.76,Online travel agency,Completed,69,9,High,Thursday,False
SYN-B000724,2025-08-18,2025-09-05,2025-09-08,SYN-STA-01,Standard Double,2,3,50.31,150.93,Direct,Completed,18,9,High,Friday,True
SYN-B000725,2025-07-17,2025-09-06,2025-09-12,SYN-FAM-01,Family Room,1,6,54.97,329.82,Direct,Completed,51,9,High,Saturday,True
SYN-B000726,2025-05-25,2025-09-08,2025-09-11,SYN-STA-01,Standard Double,1,3,44.45,133.35,Direct,Completed,106,9,High,Monday,False
SYN-B000727,2025-08-28,2025-09-08,2025-09-15,SYN-TWI-01,Twin Room,2,7,46.19,323.33,Direct,Completed,11,9,High,Monday,False
SYN-B000728,2025-08-16,2025-09-08,2025-09-11,SYN-SUP-01,Superior Double,2,3,53.9,161.7,Travel agent,Completed,23,9,High,Monday,False
SYN-B000729,2025-08-17,2025-09-12,2025-09-17,SYN-SUP-01,Superior Double,2,5,55.67,278.35,Online travel agency,Completed,26,9,High,Friday,True
SYN-B000730,2025-08-04,2025-09-13,2025-09-19,SYN-FAM-01,Family Room,2,6,57.0,342.0,Travel agent,Completed,40,9,High,Saturday,True
SYN-B000731,2025-09-08,2025-09-14,2025-09-17,SYN-STA-01,Standard Double,2,3,44.41,133.23,Direct,Completed,6,9,High,Sunday,False
SYN-B000732,2025-07-06,2025-09-15,2025-09-21,SYN-TWI-01,Twin Room,1,6,45.85,0.0,Direct,Cancelled,71,9,High,Monday,False
SYN-B000733,2025-08-17,2025-09-17,2025-09-21,SYN-SUP-01,Superior Double,1,4,57.54,0.0,Online travel agency,Cancelled,31,9,High,Wednesday,False
SYN-B000734,2025-08-30,2025-09-18,2025-09-23,SYN-STA-01,Standard Double,2,5,44.81,224.05,Online travel agency,Completed,19,9,High,Thursday,False
SYN-B000735,2025-08-11,2025-09-18,2025-09-23,SYN-TWI-01,Twin Room,2,5,44.29,221.45,Direct,Completed,38,9,High,Thursday,False
SYN-B000736,2025-09-05,2025-09-18,2025-09-23,SYN-SUP-01,Superior Double,1,5,56.75,283.75,Direct,Completed,13,9,High,Thursday,False
SYN-B000737,2025-04-19,2025-09-23,2025-09-27,SYN-STA-01,Standard Double,2,4,42.11,168.44,Online travel agency,Completed,157,9,High,Tuesday,False
SYN-B000738,2025-07-20,2025-09-23,2025-09-27,SYN-SUP-01,Superior Double,1,4,53.88,215.52,Direct,Completed,65,9,High,Tuesday,False
SYN-B000739,2025-08-25,2025-09-24,2025-09-28,SYN-TWI-01,Twin Room,1,4,47.78,191.12,Online travel agency,Completed,30,9,High,Wednesday,False
SYN-B000740,2025-07-03,2025-09-24,2025-09-28,SYN-FAM-01,Family Room,2,4,50.0,0.0,Online travel agency,Cancelled,83,9,High,Wednesday,False
SYN-B000741,2025-09-12,2025-09-26,2025-09-30,SYN-FAM-01,Family Room,1,4,58.98,235.92,Direct,Completed,14,9,High,Friday,True
SYN-B000742,2025-07-30,2025-09-27,2025-09-29,SYN-STA-01,Standard Double,2,2,51.3,102.6,Direct,Completed,59,9,High,Saturday,True
SYN-B000743,2025-09-03,2025-09-27,2025-10-02,SYN-SUP-01,Superior Double,1,5,56.94,284.7,Direct,Completed,24,9,High,Saturday,True
SYN-B000744,2025-07-25,2025-09-29,2025-10-02,SYN-STA-01,Standard Double,2,3,44.47,133.41,Online travel agency,Completed,66,9,High,Monday,False
SYN-B000745,2025-08-14,2025-09-30,2025-10-01,SYN-FAM-01,Family Room,3,1,53.92,53.92,Travel agent,Completed,47,9,High,Tuesday,False
SYN-B000746,2025-09-20,2025-10-02,2025-10-04,SYN-TWI-01,Twin Room,1,2,36.87,73.74,Travel agent,Completed,12,10,Shoulder,Thursday,False
SYN-B000747,2025-09-23,2025-10-03,2025-10-06,SYN-STA-01,Standard Double,1,3,38.87,116.61,Online travel agency,Completed,10,10,Shoulder,Friday,True
SYN-B000748,2025-09-22,2025-10-05,2025-10-07,SYN-SUP-01,Superior Double,2,2,43.31,86.62,Travel agent,Completed,13,10,Shoulder,Sunday,False
SYN-B000749,2025-09-22,2025-10-07,2025-10-12,SYN-FAM-01,Family Room,3,5,43.27,216.35,Direct,Completed,15,10,Shoulder,Tuesday,False
SYN-B000750,2025-09-25,2025-10-08,2025-10-13,SYN-STA-01,Standard Double,2,5,37.83,189.15,Direct,Completed,13,10,Shoulder,Wednesday,False
SYN-B000751,2025-10-02,2025-10-09,2025-10-12,SYN-SUP-01,Superior Double,2,3,45.2,135.6,Direct,Completed,7,10,Shoulder,Thursday,False
SYN-B000752,2025-09-29,2025-10-12,2025-10-13,SYN-TWI-01,Twin Room,1,1,38.72,38.72,Online travel agency,Completed,13,10,Shoulder,Sunday,False
SYN-B000753,2025-09-23,2025-10-13,2025-10-16,SYN-TWI-01,Twin Room,2,3,37.14,0.0,Online travel agency,Cancelled,20,10,Shoulder,Monday,False
SYN-B000754,2025-09-26,2025-10-13,2025-10-16,SYN-FAM-01,Family Room,3,3,39.5,118.5,Travel agent,Completed,17,10,Shoulder,Monday,False
SYN-B000755,2025-09-24,2025-10-18,2025-10-20,SYN-FAM-01,Family Room,1,2,46.6,93.2,Online travel agency,Completed,24,10,Shoulder,Saturday,True
SYN-B000756,2025-09-19,2025-10-18,2025-10-24,SYN-SUP-01,Superior Double,1,6,49.62,297.72,Online travel agency,Completed,29,10,Shoulder,Saturday,True
SYN-B000757,2025-10-08,2025-10-20,2025-10-23,SYN-FAM-01,Family Room,2,3,42.09,0.0,Online travel agency,Cancelled,12,10,Shoulder,Monday,False
SYN-B000758,2025-10-22,2025-10-24,2025-10-26,SYN-SUP-01,Superior Double,2,2,46.7,93.4,Direct,Completed,2,10,Shoulder,Friday,True
SYN-B000759,2025-10-13,2025-10-25,2025-10-30,SYN-STA-01,Standard Double,1,5,41.35,206.75,Direct,Completed,12,10,Shoulder,Saturday,True
SYN-B000760,2025-09-01,2025-10-25,2025-10-26,SYN-TWI-01,Twin Room,2,1,38.9,38.9,Direct,Completed,54,10,Shoulder,Saturday,True
SYN-B000761,2025-10-11,2025-10-25,2025-10-28,SYN-FAM-01,Family Room,3,3,46.24,138.72,Online travel agency,Completed,14,10,Shoulder,Saturday,True
SYN-B000762,2025-10-26,2025-10-28,2025-10-31,SYN-FAM-01,Family Room,3,3,40.34,121.02,Direct,Completed,2,10,Shoulder,Tuesday,False
SYN-B000763,2025-10-19,2025-11-01,2025-11-03,SYN-FAM-01,Family Room,2,2,41.5,83.0,Online travel agency,Completed,13,11,Low,Saturday,True
SYN-B000764,2025-10-23,2025-11-03,2025-11-06,SYN-SUP-01,Superior Double,1,3,39.83,119.49,Online travel agency,Completed,11,11,Low,Monday,False
SYN-B000765,2025-10-25,2025-11-04,2025-11-07,SYN-FAM-01,Family Room,4,3,37.17,111.51,Direct,Completed,10,11,Low,Tuesday,False
SYN-B000766,2025-10-24,2025-11-06,2025-11-07,SYN-TWI-01,Twin Room,1,1,33.11,33.11,Online travel agency,Completed,13,11,Low,Thursday,False
SYN-B000767,2025-10-01,2025-11-08,2025-11-11,SYN-TWI-01,Twin Room,2,3,34.99,104.97,Online travel agency,Completed,38,11,Low,Saturday,True
SYN-B000768,2025-10-22,2025-11-08,2025-11-10,SYN-FAM-01,Family Room,3,2,40.27,0.0,Online travel agency,Cancelled,17,11,Low,Saturday,True
SYN-B000769,2025-10-27,2025-11-09,2025-11-11,SYN-STA-01,Standard Double,1,2,33.33,66.66,Online travel agency,Completed,13,11,Low,Sunday,False
SYN-B000770,2025-11-01,2025-11-13,2025-11-17,SYN-FAM-01,Family Room,3,4,40.5,162.0,Direct,Completed,12,11,Low,Thursday,False
SYN-B000771,2025-11-10,2025-11-14,2025-11-20,SYN-STA-01,Standard Double,2,6,35.07,210.42,Online travel agency,Completed,4,11,Low,Friday,True
SYN-B000772,2025-11-02,2025-11-15,2025-11-18,SYN-TWI-01,Twin Room,1,3,37.15,111.45,Direct,Completed,13,11,Low,Saturday,True
SYN-B000773,2025-10-21,2025-11-15,2025-11-17,SYN-SUP-01,Superior Double,2,2,41.89,83.78,Direct,Completed,25,11,Low,Saturday,True
SYN-B000774,2025-11-14,2025-11-18,2025-11-19,SYN-FAM-01,Family Room,2,1,39.59,0.0,Online travel agency,Cancelled,4,11,Low,Tuesday,False
SYN-B000775,2025-11-14,2025-11-19,2025-11-20,SYN-TWI-01,Twin Room,1,1,32.54,32.54,Direct,Completed,5,11,Low,Wednesday,False
SYN-B000776,2025-11-10,2025-11-21,2025-11-23,SYN-TWI-01,Twin Room,2,2,38.38,76.76,Direct,Completed,11,11,Low,Friday,True
SYN-B000777,2025-09-09,2025-11-23,2025-11-25,SYN-STA-01,Standard Double,2,2,32.21,64.42,Online travel agency,Completed,75,11,Low,Sunday,False
SYN-B000778,2025-11-13,2025-11-26,2025-11-28,SYN-SUP-01,Superior Double,2,2,42.52,85.04,Direct,Completed,13,11,Low,Wednesday,False
SYN-B000779,2025-11-20,2025-11-27,2025-11-28,SYN-TWI-01,Twin Room,1,1,35.17,35.17,Online travel agency,Completed,7,11,Low,Thursday,False
SYN-B000780,2025-10-04,2025-11-29,2025-12-02,SYN-STA-01,Standard Double,1,3,35.42,106.26,Online travel agency,Completed,56,11,Low,Saturday,True
SYN-B000781,2025-11-22,2025-12-03,2025-12-05,SYN-STA-01,Standard Double,2,2,35.13,70.26,Direct,Completed,11,12,Low,Wednesday,False
SYN-B000782,2025-12-03,2025-12-08,2025-12-10,SYN-FAM-01,Family Room,4,2,38.95,77.9,Direct,Completed,5,12,Low,Monday,False
SYN-B000783,2025-11-19,2025-12-12,2025-12-13,SYN-FAM-01,Family Room,1,1,43.23,0.0,Online travel agency,Cancelled,23,12,Low,Friday,True
SYN-B000784,2025-11-26,2025-12-14,2025-12-16,SYN-TWI-01,Twin Room,2,2,34.65,69.3,Direct,Completed,18,12,Low,Sunday,False
SYN-B000785,2025-12-04,2025-12-14,2025-12-16,SYN-SUP-01,Superior Double,1,2,38.6,77.2,Online travel agency,Completed,10,12,Low,Sunday,False
SYN-B000786,2025-12-05,2025-12-16,2025-12-18,SYN-TWI-01,Twin Room,1,2,32.53,65.06,Online travel agency,Completed,11,12,Low,Tuesday,False
SYN-B000787,2025-11-25,2025-12-18,2025-12-20,SYN-STA-01,Standard Double,1,2,35.1,70.2,Direct,Completed,23,12,Low,Thursday,False
SYN-B000788,2025-12-14,2025-12-23,2025-12-25,SYN-TWI-01,Twin Room,2,2,33.95,67.9,Online travel agency,Completed,9,12,Low,Tuesday,False
SYN-B000789,2025-11-24,2025-12-25,2025-12-28,SYN-SUP-01,Superior Double,1,3,41.56,124.68,Direct,Completed,31,12,Low,Thursday,False
SYN-B000790,2025-12-05,2025-12-26,2025-12-29,SYN-STA-01,Standard Double,2,3,38.21,114.63,Online travel agency,Completed,21,12,Low,Friday,True
SYN-B000791,2025-12-14,2025-12-28,2025-12-30,SYN-TWI-01,Twin Room,1,2,33.9,67.8,Online travel agency,Completed,14,12,Low,Sunday,False
SYN-B000792,2025-12-09,2025-12-30,2026-01-01,SYN-FAM-01,Family Room,1,2,38.85,77.7,Travel agent,Completed,21,12,Low,Tuesday,False
